time,Q_target,Q_actual,Q_sto,P_plant,ti_plant,T_ff_sys,T_rf_sys,T_ff_sto,T_rf_sto,v_sto,pp_err
2050-07-01 23:00:00,25000.0,0,0,0,0,76.7,58.58,40,40,0,False
2050-07-02 23:00:00,0.0,0,0,0,0,77.38,59.33,0,0,0,False
2050-07-03 23:00:00,-93919.0,0,0,0,0,76.75,58.38,27,27,0,False
2050-07-04 23:00:00,1500000.0,1499999.9999999993,1499999.9999999993,0,0,77.26,58.68,74.25999999999163,13.0,0.006002120736515143,False
2050-07-05 23:00:00,2050000.0,2049999.9999999993,2049999.9999999993,0,0,77.72,58.9,74.72000000001071,13.0,0.008143905653956177,False
2050-07-06 23:00:00,2000000.0,1999999.9999999993,1999999.9999999993,0,0,76.84,58.43,73.84000000000009,13.0,0.008056148835455936,False
2050-07-07 23:00:00,1525000.0,1524999.9999999993,1524999.9999999993,0,0,76.05,58.08,73.0499999999895,13.0,0.006220837682479565,False
2050-07-08 23:00:00,1525000.0,1524999.999999999,1524999.999999999,0,0,75.99,59.33,72.99000000000268,13.0,0.006226848426858779,False
2050-07-09 23:00:00,500000.0,624927.9834054647,624927.9834054647,0,0,76.16,58.87,73.15999999998593,13.0,0.0025447260913010225,False
2050-07-10 23:00:00,2500000.0,1894602.0434272545,1894602.0434272545,0,0,76.07,58.5,73.07000000002921,13.0,0.007726048282280325,False
2050-07-11 23:00:00,3525000.0,3113371.154464552,3113371.154464552,0,0,75.75,57.77,72.75000000000199,13.0,0.01276180387352584,False
2050-07-12 23:00:00,1500000.0,1735877.9505940292,1735877.9505940292,0,0,75.94,58.0,72.94000000000136,13.0,0.007093613961173921,False
2050-07-13 23:00:00,25000.0,0,0,0,0,74.73,56.75,13.0,13.0,0,False
2050-07-14 23:00:00,-152027.0,152027.0,143469.28003160233,626715.2285229642,0,73.4,56.51,61.56552261860338,71.60048950380002,0.0034749515038127775,False
2050-07-15 23:00:00,25000.0,0,0,0,0,75.93,57.93,13.0,13.0,0,False
2050-07-16 23:00:00,-90541.0,90541.00000000001,85554.38929359481,422397.9953597266,0,75.66,57.83,60.88798838693515,70.1104719205,0.0022533680222234665,False
2050-07-17 23:00:00,-770946.0,770946.0000000002,670875.934166421,142761.73189070105,0,74.37,56.75,50.207563351090926,63.40236441180002,0.012300859622508313,False
2050-07-18 23:00:00,-278378.0,278378.00000000006,244699.17085755084,103429.5848205106,0,74.85,56.45,49.42726863860099,59.73453775120004,0.005742853411301036,False
2050-07-19 23:00:00,2000000.0,1999999.9999999662,1999999.9999999662,0,0,73.61,56.28,70.61000000000331,37.76942261970004,0.014896947120480447,False
2050-07-20 23:00:00,6525000.0,6524999.999999981,6524999.999999981,0,0,72.6,55.52,69.60000000000667,23.0600501129,0.034284122694721204,False
2050-07-21 23:00:00,1000000.0,999999.9999999984,999999.9999999984,0,0,73.18,55.51,70.17999999999608,21.232627270300043,0.004997037730298836,False
2050-07-22 23:00:00,-729730.0,729730.0,649115.5287443058,130227.71164190117,0,73.58,55.69,53.261263096585424,66.7246883569,0.011681154307813336,False
2050-07-23 23:00:00,-1152365.0,1152365.0000000005,983625.3288456178,197592.72877624648,0,74.96,57.04,46.58849631639316,60.63916543300002,0.016913853782897937,False
2050-07-24 23:00:00,1725000.0,1724999.9999999919,1724999.9999999919,0,0,74.36,57.49,71.3600000000086,39.08783266630002,0.013081755283496874,False
2050-07-25 23:00:00,500000.0,499999.9999999992,499999.9999999992,0,0,76.71,58.51,73.71000000000072,36.90952660200003,0.003328616195445064,False
2050-07-26 23:00:00,1000000.0,999999.999999998,999999.999999998,0,0,77.65,60.18,74.65000000000163,33.37137353370002,0.005939191112809402,False
2050-07-27 23:00:00,0.0,0,0,0,0,77.78,59.81,0,0,0,False
2050-07-28 23:00:00,500000.0,499999.99999999965,499999.99999999965,0,0,79.09,60.25,76.08999999999753,31.63932783590002,0.0027605225719287353,False
2050-07-29 23:00:00,0.0,0,0,0,0,80.08,60.78,0,0,0,False
2050-07-30 23:00:00,0.0,0,0,0,0,78.79,60.38,0,0,0,False
2050-07-31 23:00:00,2025000.0,2024999.9999999967,2024999.9999999967,0,0,75.47,58.07,72.4699999999998,26.81245789090002,0.010862317819687687,False
2050-08-01 23:00:00,4500000.0,4499999.999999995,4499999.999999995,0,0,76.54,57.85,73.5400000000061,21.405336501000022,0.021151824405583466,False
2050-08-02 23:00:00,3000000.0,2999999.999999994,2999999.999999994,0,0,76.0,58.21,73.00000000000023,18.96142449170003,0.013600658574467886,False
2050-08-03 23:00:00,0.0,0,0,0,0,76.97,59.33,0,0,0,False
2050-08-04 23:00:00,2025000.0,2024999.9999999972,2024999.9999999972,0,0,77.42,59.59,74.42000000000832,17.72630836990004,0.0087570377878125,False
2050-08-05 23:00:00,2525000.0,2524999.9999999953,2524999.9999999953,0,0,76.72,58.92,73.72000000000338,16.57518573120001,0.010828631093976186,False
2050-08-06 23:00:00,1000000.0,999999.9999999991,999999.9999999991,0,0,78.93,60.91,75.93000000000347,16.19966547040002,0.004108084786350669,False
2050-08-07 23:00:00,0.0,0,0,0,0,76.02,59.03,0,0,0,False
2050-08-08 23:00:00,25000.0,0,0,0,0,73.18,57.55,16.19966547040002,16.19966547040002,0,False
