id;s;s_id;t;t_id;design;offdesign;design_path;local_design;local_offdesign;m;m_unit;m_unit_set;m0;m_set;m_ref;m_ref_f;m_ref_d;m_ref_set;p;p_unit;p_unit_set;p0;p_set;p_ref;p_ref_f;p_ref_d;p_ref_set;h;h_unit;h_unit_set;h0;h_set;h_ref;h_ref_f;h_ref_d;h_ref_set;T;T_unit;T_unit_set;T0;T_set;T_ref;T_ref_f;T_ref_d;T_ref_set;x;x_unit;x_unit_set;x0;x_set;x_ref;x_ref_f;x_ref_d;x_ref_set;v;v_unit;v_unit_set;v0;v_set;v_ref;v_ref_f;v_ref_d;v_ref_set;Td_bp;Td_bp_unit;Td_bp_unit_set;Td_bp0;Td_bp_set;Td_bp_ref;Td_bp_ref_f;Td_bp_ref_d;Td_bp_ref_set;state;state_set;H2O;H2O0;H2O_set;NH3;NH30;NH3_set;balance
0x7f7f9e09cd50;system return;out1;condenser;in2;[];[];nan;False;False;3.4137085977086485;kg / s;False;3.4137085977086485;False;nan;nan;nan;False;10.0;bar;False;10.0;True;nan;nan;nan;False;189.30032512749358;kJ / kg;False;189.30032512749358;False;nan;nan;nan;False;44.999999999991985;C;False;44.999999999991985;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.003446083126645642;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;True;0;0;True;False
0x7f7f9e09c5d0;condenser;out2;system feed;in1;[];[];nan;False;False;3.4137085977086485;kg / s;False;3.4137085977086485;False;nan;nan;nan;False;9.975002081536585;bar;False;9.975002081536585;False;nan;nan;nan;False;335.7685972980035;kJ / kg;False;335.7685972980035;False;nan;nan;nan;False;80.00000000000267;C;False;80.00000000000267;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.003511352836035964;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;False
0x7f7f9e09c8d0;coolant in;out1;condenser;in1;[];[];nan;False;False;0.37272637511667883;kg / s;False;0.37272637511667883;False;nan;nan;nan;False;44.41235732618571;bar;False;44.41235732618571;False;nan;nan;nan;False;2071.8960299639625;kJ / kg;False;2071.8960299639625;False;nan;nan;nan;False;220.1732968966382;C;False;220.1732968966382;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.01873943789855463;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;True;1;1;True;False
0x7f7f9e09ce90;condenser;out1;valve;in1;[];[];nan;False;False;0.37272637511667883;kg / s;False;0.37272637511667883;False;nan;nan;nan;False;43.96823375292385;bar;False;43.96823375292385;False;nan;nan;nan;False;730.4293847782571;kJ / kg;False;730.4293847782571;False;nan;nan;nan;False;77.77211697978521;C;False;77.77211697978521;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.0007286237532277418;m3 / s;False;nan;False;nan;nan;nan;False;-5.0;C;False;-5.0;True;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x7f7f9e09c690;valve;out1;drum;in1;[];[];nan;False;False;0.37272637511667883;kg / s;False;0.37272637511667883;False;nan;nan;nan;False;6.86844007319717;bar;False;6.86844007319717;False;nan;nan;nan;False;730.4293847782571;kJ / kg;False;730.4293847782571;False;nan;nan;nan;False;13.23831022996626;C;False;13.23831022996626;False;nan;nan;nan;False;0.26830548720571284;-;False;nan;False;nan;nan;nan;False;0.0189197306906401;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x7f7f9e09c810;drum;out1;evaporator reciculation pump;in1;[];[];nan;False;False;1.4909055004667153;kg / s;False;1.4909055004667153;False;nan;nan;nan;False;6.86844007319717;bar;False;6.86844007319717;False;nan;nan;nan;False;404.93521847736906;kJ / kg;False;404.93521847736906;False;nan;nan;nan;False;13.238310229966203;C;False;13.238310229966203;False;nan;nan;nan;False;-5.282584910692734e-16;-;False;nan;False;nan;nan;nan;False;0.0024046012527992825;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x7f7f9e1087d0;evaporator reciculation pump;out1;evaporator;in2;[];[];nan;False;False;1.4909055004667153;kg / s;False;1.4909055004667153;False;0x7f7f9e09c690;4.0;0.0;True;6.937818255754719;bar;False;6.937818255754719;False;nan;nan;nan;False;404.9531006893944;kJ / kg;False;404.9531006893944;False;nan;nan;nan;False;13.241334326082608;C;False;13.241334326082608;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.002404596206665554;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x7f7f9e117450;evaporator;out2;drum;in2;[];[];nan;False;False;1.4909055004667153;kg / s;False;1.4909055004667153;False;nan;nan;nan;False;6.86844007319717;bar;False;6.86844007319717;False;nan;nan;nan;False;626.8485847574154;kJ / kg;False;626.8485847574154;False;nan;nan;nan;False;13.23831022996626;C;False;13.23831022996626;False;nan;nan;nan;False;0.1829236281985714;-;False;nan;False;nan;nan;nan;False;0.05236110748734171;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x7f7f9e0f80d0;drum;out2;superheater;in2;[];[];nan;False;False;0.37272637511667883;kg / s;False;0.37272637511667883;False;nan;nan;nan;False;6.86844007319717;bar;False;6.86844007319717;False;nan;nan;nan;False;1618.0828498984424;kJ / kg;False;1618.0828498984424;False;nan;nan;nan;False;13.23831022996626;C;False;13.23831022996626;False;nan;nan;nan;False;1.0;-;False;nan;False;nan;nan;nan;False;0.0688762369251825;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x7f7f9e0df310;storage return;out1;superheater;in1;[];[];nan;False;False;8.12798536315951;kg / s;False;8.12798536315951;False;nan;nan;nan;False;5.0;bar;False;5.0;True;nan;nan;nan;False;105.28924239483682;kJ / kg;False;105.28924239483682;False;nan;nan;nan;False;25.000000000020577;C;False;25.000000000020577;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.008150583561463625;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;True;0;0;True;False
