label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;['heat storage'];[None];[711406.9336476718];['0x00000228B3550608'];['component'];['pr1', 'ttd_l'];['zeta1', 'kA'];nan;False;False;-711292.3548344033;False;False;78582.65863402806;True;False;9.051518072797776;False;False;14.860105871406745;False;False;4.999000663215725;False;False;0.9900040347309983;False;False;0.9900000000000003;True;False;20555.42093326579;True;False;28277.24216394325;False;False;0x00000228B3504788;False;m;0x00000228B3504B88;False;m;-2469.0468677301374;False;2557.3243732648366;False;88.27750553469923;False;nan;False
superheater;heat_exchanger;['heat storage'];[None];[10220.043640066695];['0x00000228B354EFC8'];['component'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];nan;False;False;-10218.522981382845;False;False;822.0963145315727;True;False;12.42983674875774;False;False;10.28018735133793;False;False;14.860105871406745;False;False;0.9900039942194983;False;False;0.9900036579287926;False;False;20747.49302429653;True;False;43506.2935586328;True;False;0x00000228B3502688;False;m;0x00000228B3502A08;False;m;-34.571803424121654;False;39.925031135579125;False;5.353227711457471;False;nan;False
