label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;['heat storage'];[None];[1386539.925196703];['0x0000026DC182C6C8'];['component'];['pr1', 'ttd_l'];['zeta1', 'kA'];nan;False;False;-1386539.925196703;False;False;153240.34448061604;False;False;9.048138921223137;False;False;14.848617176996925;False;False;4.999999999977092;True;False;0.99;True;False;0.9899999999999999;True;False;5381.457216104767;False;False;9637.603498732504;False;False;0x0000026DC17E8848;False;m;0x0000026DC17E8C48;False;m;-4730.92990220577;False;4897.09190405706;False;166.16200185128946;False;nan;False
superheater;heat_exchanger;['heat storage'];[None];[21702.027171985945];['0x0000026DC182D708'];['component'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];nan;False;False;-21702.027171985945;False;False;1745.6964243829048;False;False;12.431730321987402;False;False;10.292516444795922;False;False;14.848617176996925;False;False;0.99;True;False;0.9900000000000001;True;False;5430.221525669205;False;False;14455.042397811741;False;False;0x0000026DC17E0748;False;m;0x0000026DC17E0AC8;False;m;-72.24151208851642;False;83.15399557919207;False;10.912483490675655;False;nan;False
