label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
heat exchanger;heat_exchanger;['heat system', 'heat storage'];[None, None];[1999999.9999999995, 1999999.9999999995];['0x00000228B14B4248', '0x00000228B14B4808'];['component', 'component'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];nan;False;False;-875000.0;False;False;183300.64578451967;True;False;4.773578381325575;False;False;3.0000000000069917;False;False;7.137501294551555;False;False;0.9959733430481206;False;False;0.9955340466776607;False;False;10640.766093124485;True;False;23964.114545705488;True;False;0x00000228B145E748;False;m;0x00000228B145EBC8;False;m;-2653.4310050560944;False;2695.5451865625614;False;42.11418150646705;False;nan;False
