label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor 1;compressor;['power'];[None];[295841.94303890015];['0x7f719d4fda20'];['eta_s'];['eta_s_char'];nan;False;False;295841.94303890015;False;False;0.8799999999999942;True;False;7.5715696734252385;False;False;0;False;False;0x7f719f55d630;False;nan;0x7f719f55db38;False;m;76.82401937808542;False
