label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor 1;compressor;['power'];[None];[278343.1756629328];['0x0000017936523088'];['component'];['eta_s'];['eta_s_char'];nan;False;False;278343.1756629328;False;False;0.879999999999999;True;False;7.2673384941208035;False;False;0;False;False;0x000001793658E9C8;False;nan;0x000001793658EE48;False;m;74.16523415742901;False
