label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['heat system'];[None];[1000000.0000000001];['0x00000179385E0E88'];['component'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-1000000.0000000001;False;False;93713.58585292699;False;False;10.6708113972865;False;False;5.00000000000432;True;False;19.550110421138754;False;False;0.99;True;False;0.99;True;False;2701224.5440364815;False;False;84893.31741911572;False;False;True;True;0x0000017938599808;False;m;0x0000017938599C48;False;m;-2776.0712548438823;False;3002.8859502101973;False;226.81469536631494;False;nan;False
