label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
evaporator reciculation pump;pump;['power'];[None];[29.847049329177718];['0x00000179385E0E48'];['component'];['eta_s'];['eta_s_char'];nan;False;False;29.847049329177718;False;False;0.849999999950505;True;False;1.01010101010101;False;False;0x0000017938598908;False;nan;0x0000017938598E08;False;nan;0.016095847295894826;False
