label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;['heat storage'];[None];[711406.9336476718];['0x00000179385E04C8'];['component'];['pr1', 'ttd_l'];['zeta1', 'kA'];nan;False;False;-711406.9336476718;False;False;78586.93598292755;False;False;9.052483402613126;False;False;14.860723862593204;False;False;5.00000000003206;True;False;0.9899999999999999;True;False;0.9900000000000002;True;False;20555.42093326668;False;False;28267.022117146775;False;False;0x0000017938594788;False;m;0x0000017938594B88;False;m;-2469.442744631637;False;2557.7419309357715;False;88.29918630413431;False;nan;False
superheater;heat_exchanger;['heat storage'];[None];[10220.043640066695];['0x00000179385DDF88'];['component'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];nan;False;False;-10220.043640066695;False;False;822.17379885563;False;False;12.430514879325761;False;False;10.280898938431733;False;False;14.860723862593204;False;False;0.99;True;False;0.9899999999999999;True;False;20747.493024296065;False;False;43506.2935586317;False;False;0x0000017938593688;False;m;0x0000017938593A08;False;m;-34.576815159621866;False;39.932389205437325;False;5.355574045815459;False;nan;False
