id;s;s_id;t;t_id;design;offdesign;design_path;local_design;local_offdesign;m;m_unit;m_unit_set;m0;m_set;m_ref;m_ref_f;m_ref_d;m_ref_set;p;p_unit;p_unit_set;p0;p_set;p_ref;p_ref_f;p_ref_d;p_ref_set;h;h_unit;h_unit_set;h0;h_set;h_ref;h_ref_f;h_ref_d;h_ref_set;T;T_unit;T_unit_set;T0;T_set;T_ref;T_ref_f;T_ref_d;T_ref_set;x;x_unit;x_unit_set;x0;x_set;x_ref;x_ref_f;x_ref_d;x_ref_set;v;v_unit;v_unit_set;v0;v_set;v_ref;v_ref_f;v_ref_d;v_ref_set;Td_bp;Td_bp_unit;Td_bp_unit_set;Td_bp0;Td_bp_set;Td_bp_ref;Td_bp_ref_f;Td_bp_ref_d;Td_bp_ref_set;state;state_set;H2O;H2O0;H2O_set;NH3;NH30;NH3_set;balance
0x7f909ccb3d10;system return;out1;condenser;in2;[];[];nan;False;False;9.641365420507185;kg / s;False;9.641365420507185;False;nan;nan;nan;False;10.0;bar;False;10.0;True;nan;nan;nan;False;195.98542464671144;kJ / kg;False;195.98542464671144;False;nan;nan;nan;False;46.600000000013154;C;False;46.600000000013154;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.009739474675346825;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;True;0;0;True;False
0x7f909ccb37d0;condenser;out2;system feed;in1;[];[];nan;False;False;9.641365420507185;kg / s;False;9.641365420507185;False;nan;nan;nan;False;9.80106190852028;bar;False;9.80106190852028;False;nan;nan;nan;False;299.7051734981292;kJ / kg;False;299.7051734981292;False;nan;nan;nan;False;71.40000000000538;C;False;71.40000000000538;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.00986481992524528;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;False
0x7f909ccb35d0;coolant in;out1;condenser;in1;[];[];nan;False;False;0.808548155150539;kg / s;False;0.808548155150539;False;nan;nan;nan;False;39.36391513233685;bar;False;39.36391513233685;False;nan;nan;nan;False;1936.6615027965672;kJ / kg;False;1936.6615027965672;False;nan;nan;nan;False;169.26837125376852;C;False;169.26837125376852;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.03998521348263205;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;True;1;1;True;False
0x7f909ccb3c10;condenser;out1;valve;in1;[];[];nan;False;False;0.808548155150539;kg / s;False;0.808548155150539;False;nan;nan;nan;False;38.97027598101347;bar;False;38.97027598101347;False;nan;nan;nan;False;699.8767873412893;kJ / kg;False;699.8767873412893;False;nan;nan;nan;False;72.21254729449231;C;False;72.21254729449231;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.001546602827979847;m3 / s;False;nan;False;nan;nan;nan;False;-5.0;C;False;-5.0;True;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x7f909ccb3410;valve;out1;drum;in1;[];[];nan;False;False;0.808548155150539;kg / s;False;0.808548155150539;False;nan;nan;nan;False;7.024770318114999;bar;False;7.024770318114999;False;nan;nan;nan;False;699.8767873412893;kJ / kg;False;699.8767873412893;False;nan;nan;nan;False;13.908473412955402;C;False;13.908473412955402;False;nan;nan;nan;False;0.2410347681745069;-;False;nan;False;nan;nan;nan;False;0.03623433595566424;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x7f909ccb3050;drum;out1;evaporator reciculation pump;in1;[];[];nan;False;False;3.234192620602156;kg / s;False;3.234192620602156;False;nan;nan;nan;False;7.024770318114999;bar;False;7.024770318114999;False;nan;nan;nan;False;408.09260027851224;kJ / kg;False;408.09260027851224;False;nan;nan;nan;False;13.908473412955402;C;False;13.908473412955402;False;nan;nan;nan;False;1.1911339392791898e-15;-;False;nan;False;nan;nan;nan;False;0.005224364346466866;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x7f90a12a9c10;evaporator reciculation pump;out1;evaporator;in2;[];[];nan;False;False;3.234192620602156;kg / s;False;3.234192620602156;False;0x7f909ccb3410;4.0;0.0;True;7.095727594055565;bar;False;7.095727594055565;False;nan;nan;nan;False;408.1061100626491;kJ / kg;False;408.1061100626491;False;nan;nan;nan;False;13.910556470071185;C;False;13.910556470071185;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.005224340399154126;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x7f909cd21e10;evaporator;out2;drum;in2;[];[];nan;False;False;3.2341926206021556;kg / s;False;3.2341926206021556;False;nan;nan;nan;False;7.024770318114999;bar;False;7.024770318114999;False;nan;nan;nan;False;637.7835851666177;kJ / kg;False;637.7835851666177;False;nan;nan;nan;False;13.908473412951025;C;False;13.908473412951025;False;nan;nan;nan;False;0.18974130795637442;-;False;nan;False;nan;nan;nan;False;0.11520569054710009;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x7f90a1b95490;drum;out2;superheater;in2;[];[];nan;False;False;0.8085481551505387;kg / s;False;0.8085481551505387;False;nan;nan;nan;False;7.024770318114999;bar;False;7.024770318114999;False;nan;nan;nan;False;1618.640726893712;kJ / kg;False;1618.640726893712;False;nan;nan;nan;False;13.908473412951025;C;False;13.908473412951025;False;nan;nan;nan;False;1.0000000000000004;-;False;nan;False;nan;nan;nan;False;0.14621566215631654;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x7f90a12a95d0;storage return;out1;superheater;in1;[];[];nan;False;False;18.246595251494274;kg / s;False;18.246595251494274;False;nan;nan;nan;False;5.0;bar;False;5.0;True;nan;nan;nan;False;122.9213775467706;kJ / kg;False;122.9213775467706;False;nan;nan;nan;False;29.218755835919524;C;False;29.218755835919524;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.01831875844170617;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;True;0;0;True;False
