label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['heat system'];[None];[999999.9999999999];['0x0000021490564748'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-500000.0;False;False;68008.46179636667;True;False;7.352026303684351;False;False;2.331858807439062;False;False;16.888729711780343;False;False;0.9900000000000001;True;False;0.9975003707818918;False;False;10094236.144897034;False;False;84893.31741911458;True;False;True;True;0x0000021490564608;False;m;0x00000214905649C8;False;m;-1385.178193085378;False;1501.3061774199239;False;116.12798433454577;False;nan;False
