label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor 1;compressor;['power'];[None];[278343.175662932];['0x0000021490575708'];['eta_s'];['eta_s_char'];nan;False;False;151290.9532229727;False;False;0.6863999999999938;False;False;6.058661855273436;False;False;0;False;False;0x0000021490574488;False;nan;0x0000021490574988;True;m;104.67949134696558;False
