label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
evaporator reciculation pump;pump;['power'];[None];[29.84704932523833];['0x0000021490564688'];['eta_s'];['eta_s_char'];nan;False;False;21.506756516227043;False;False;0.6312104037796853;False;False;1.01010101010101;False;False;0x0000021490576608;True;nan;0x000002149057F988;False;nan;0.028190210032913263;False
