label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;['heat storage'];[None];[711406.9336476757];['0x0000021490585588'];['pr1', 'ttd_l'];['zeta1', 'kA'];nan;False;False;-343660.33902630187;False;False;63616.363168903285;True;False;5.402074590681547;False;False;11.65425817398949;False;False;1.924172144512056;False;False;0.9976205565238473;False;False;0.9900000000000001;True;False;20555.42093326698;True;False;151811.86961913214;False;False;0x00000214905744C8;False;m;0x0000021490574E08;False;m;-1192.7556946321147;False;1221.5019621412057;False;28.746267509091012;False;nan;False
superheater;heat_exchanger;['heat storage'];[None];[10220.04364006675];['0x0000021490570708'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];nan;False;False;-5027.200994209431;False;False;556.168372969823;True;False;9.038991137459375;False;False;6.847715113936374;False;False;11.65425817398949;False;False;0.9976022942415128;False;False;0.9982060793981077;False;False;20747.49302429555;True;False;43506.29355863161;True;False;0x000002149057A908;False;m;0x000002149057AF88;False;m;-17.118498878004605;False;18.00772650381092;False;0.889227625806317;False;nan;False
