label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['heat system'];[None];[2000000.0000000005];['0x0000027ED4300A88'];['component'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-2000000.0000000005;False;False;130889.00390734378;False;False;15.280122396040227;False;False;5.00000000000324;True;False;34.524914108392124;False;False;0.9900000000000001;True;False;0.99;True;False;960517.3681170917;False;False;64924.400218877454;False;False;True;True;0x0000027ED22AF888;False;m;0x0000027ED22AFCC8;False;m;-5381.528739102014;False;5964.202874091847;False;582.674134989833;False;nan;False
