label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor 1;compressor;['power'];[None];[591683.8860777928];['0x0000027ED2238188'];['component'];['eta_s'];['eta_s_char'];nan;False;False;591683.8860777928;False;False;0.8799999999999955;True;False;7.571569673424971;False;False;0;False;False;0x0000027ED22A8A88;False;nan;0x0000027ED22A8F08;False;m;153.64803875616911;False
