time,heat_target,temperature_feed,temperature_return
2041-06-23 23:00:00,50000,75.93,57.30
2041-06-24 23:00:00,-3238176,76.28,58.50
2041-06-25 23:00:00,-3548311,74.25,56.15
2041-06-26 23:00:00,-3773311,72.54,54.69
2041-06-27 23:00:00,-3426689,73.04,54.14
2041-06-28 23:00:00,-1750000,72.35,54.26
2041-06-29 23:00:00,225000,73.09,55.64
2041-06-30 23:00:00,175000,74.60,56.98
2041-07-01 23:00:00,425000,76.70,58.58
2041-07-02 23:00:00,31081,77.38,59.33
2041-07-03 23:00:00,1190541,76.75,58.38
2041-07-04 23:00:00,2400000,77.26,58.68
2041-07-05 23:00:00,1875000,77.72,58.90
2041-07-06 23:00:00,2300000,76.84,58.43
2041-07-07 23:00:00,2550000,76.05,58.08
2041-07-08 23:00:00,0,75.99,59.33
2041-07-09 23:00:00,1025000,76.16,58.87
2041-07-10 23:00:00,2025000,76.07,58.50
2041-07-11 23:00:00,3025000,75.75,57.77
2041-07-12 23:00:00,4525000,75.94,58.00
2041-07-13 23:00:00,-522973,74.73,56.75
2041-07-14 23:00:00,75000,73.40,56.51
2041-07-15 23:00:00,-200000,75.93,57.93
2041-07-16 23:00:00,-770946,75.66,57.83
2041-07-17 23:00:00,-278378,74.37,56.75
2041-07-18 23:00:00,3747635,74.85,56.45
2041-07-19 23:00:00,7525000,73.61,56.28
2041-07-20 23:00:00,2281081,72.60,55.52
2041-07-21 23:00:00,-820946,73.18,55.51
2041-07-22 23:00:00,-933446,73.58,55.69
2041-07-23 23:00:00,165541,74.96,57.04
2041-07-24 23:00:00,0,74.36,57.49
2041-07-25 23:00:00,500000,76.71,58.51
2041-07-26 23:00:00,0,77.65,60.18
2041-07-27 23:00:00,500000,77.78,59.81
2041-07-28 23:00:00,0,79.09,60.25
2041-07-29 23:00:00,0,80.08,60.78
2041-07-30 23:00:00,3025000,78.79,60.38
2041-07-31 23:00:00,6500000,75.47,58.07
2041-08-01 23:00:00,2500000,76.54,57.85
2041-08-02 23:00:00,0,76.00,58.21
2041-08-03 23:00:00,1025000,76.97,59.33
2041-08-04 23:00:00,4000000,77.42,59.59
2041-08-05 23:00:00,1000000,76.72,58.92
2041-08-06 23:00:00,0,78.93,60.91
2041-08-07 23:00:00,25000,76.02,59.03
2041-08-08 23:00:00,-410473,73.18,57.55
2041-08-09 23:00:00,-109459,72.53,56.96
2041-08-10 23:00:00,-437838,73.07,57.26
2041-08-11 23:00:00,1126014,73.30,57.10
2041-08-12 23:00:00,3025000,74.18,57.50
2041-08-13 23:00:00,1000000,73.40,56.45
2041-08-14 23:00:00,0,72.13,57.11
2041-08-15 23:00:00,2000000,72.65,57.22
2041-08-16 23:00:00,1525000,73.41,57.77
2041-08-17 23:00:00,2000000,71.98,57.28
2041-08-18 23:00:00,0,73.17,57.83
2041-08-19 23:00:00,0,72.92,58.23
2041-08-20 23:00:00,0,74.84,59.24
2041-08-21 23:00:00,4600000,76.37,59.92
