time,heat_target,temperature_feed,temperature_return
2051-01-23 23:00:00,0,86.78,53.59
2051-01-24 23:00:00,0,88.28,53.80
2051-01-25 23:00:00,0,90.63,54.68
2051-01-26 23:00:00,0,89.44,54.63
2051-01-27 23:00:00,0,89.80,54.35
2051-01-28 23:00:00,0,90.26,54.10
2051-01-29 23:00:00,0,91.37,54.76
2051-01-30 23:00:00,-2041376,92.06,55.38
2051-01-31 23:00:00,-1294648,92.81,55.81
2051-02-01 23:00:00,-1598394,91.41,55.04
2051-02-02 23:00:00,-3255103,92.24,55.49
2051-02-03 23:00:00,-5483922,93.11,55.82
2051-02-04 23:00:00,-8373649,93.40,55.83
2051-02-05 23:00:00,-6717064,94.57,57.33
2051-02-06 23:00:00,-9194595,93.18,56.69
2051-02-07 23:00:00,-9194595,92.67,56.27
2051-02-08 23:00:00,-5995638,91.68,55.50
2051-02-09 23:00:00,-2905917,91.33,55.22
2051-02-10 23:00:00,-1211931,92.40,55.03
2051-02-11 23:00:00,-835473,92.89,55.45
2051-02-12 23:00:00,-1048311,92.70,55.57
2051-02-13 23:00:00,-1495324,92.38,55.39
2051-02-14 23:00:00,-1598649,90.00,53.89
2051-02-15 23:00:00,-383108,84.63,53.14
2051-02-16 23:00:00,0,86.82,53.54
2051-02-17 23:00:00,0,82.49,52.53
2051-02-18 23:00:00,0,82.11,52.47
2051-02-19 23:00:00,0,84.42,53.31
2051-02-20 23:00:00,-315541,86.15,53.63
2051-02-21 23:00:00,0,83.70,52.95
2051-02-22 23:00:00,0,78.69,52.05
2051-02-23 23:00:00,0,78.44,51.71
2051-02-24 23:00:00,0,77.29,51.33
2051-02-25 23:00:00,0,80.21,52.23
2051-02-26 23:00:00,0,82.52,53.51
2051-02-27 23:00:00,0,85.59,53.25
2051-02-28 23:00:00,0,78.52,52.40
2051-03-01 23:00:00,0,76.27,51.72
2051-03-02 23:00:00,-766216,81.33,52.73
2051-03-03 23:00:00,0,80.81,52.50
2051-03-04 23:00:00,0,81.17,52.74
2051-03-05 23:00:00,-1258784,81.55,52.84
2051-03-06 23:00:00,-2067230,82.06,52.70
2051-03-07 23:00:00,-1258784,84.38,53.07
2051-03-08 23:00:00,-1915541,82.87,53.09
2051-03-09 23:00:00,-3207432,81.65,52.60
2051-03-10 23:00:00,-5746622,80.05,52.52
2051-03-11 23:00:00,-5746622,75.97,51.50
2051-03-12 23:00:00,-437838,76.39,51.50
2051-03-13 23:00:00,0,76.34,51.59
2051-03-14 23:00:00,0,75.81,51.54
2051-03-15 23:00:00,-1455281,76.69,51.90
2051-03-16 23:00:00,-2134459,76.90,51.75
2051-03-17 23:00:00,500000,77.22,51.70
2051-03-18 23:00:00,0,77.39,51.65
2051-03-19 23:00:00,-602027,79.63,52.08
2051-03-20 23:00:00,-328378,75.18,51.94
2051-03-21 23:00:00,-875676,74.35,51.61
2051-03-22 23:00:00,-985135,74.22,51.23
2051-03-23 23:00:00,-1532432,73.83,51.71
2051-03-24 23:00:00,-2298649,75.58,52.21
2051-03-25 23:00:00,-1258784,78.71,52.43
2051-03-26 23:00:00,0,77.29,52.95
2051-03-27 23:00:00,-875676,80.17,52.40
2051-03-28 23:00:00,-959459,79.58,52.68
2051-03-29 23:00:00,642568,76.32,52.14
2051-03-30 23:00:00,0,77.92,52.26
2051-03-31 23:00:00,-4378378,76.23,52.54
2051-04-01 23:00:00,-3666892,79.70,52.55
2051-04-02 23:00:00,-1915541,83.00,53.87
2051-04-03 23:00:00,-218919,80.48,52.88
2051-04-04 23:00:00,-109459,84.04,53.10
2051-04-05 23:00:00,-2025000,84.75,53.21
2051-04-06 23:00:00,-6006160,83.99,53.37
2051-04-07 23:00:00,-7388330,85.52,53.80
2051-04-08 23:00:00,-5991055,84.99,53.55
2051-04-09 23:00:00,-4925676,84.92,54.16
2051-04-10 23:00:00,-3064865,81.10,52.98
2051-04-11 23:00:00,0,75.73,51.65
2051-04-12 23:00:00,-5926204,75.43,51.86
2051-04-13 23:00:00,-3064865,76.57,52.31
2051-04-14 23:00:00,0,77.18,51.88
2051-04-15 23:00:00,0,79.58,52.40
2051-04-16 23:00:00,-602027,80.14,52.23
2051-04-17 23:00:00,-2134459,80.74,52.89
2051-04-18 23:00:00,-328378,82.29,53.22
2051-04-19 23:00:00,-602027,78.88,52.12
2051-04-20 23:00:00,-1915541,75.59,51.85
2051-04-21 23:00:00,-1149324,74.14,51.87
2051-04-22 23:00:00,-766216,73.06,51.92
2051-04-23 23:00:00,-5904920,76.60,52.43
2051-04-24 23:00:00,-2681757,76.62,52.15
2051-04-25 23:00:00,-1268095,74.79,51.92
2051-04-26 23:00:00,-1915541,75.58,51.75
2051-04-27 23:00:00,0,70.72,50.98
2051-04-28 23:00:00,-1149324,70.18,51.13
2051-04-29 23:00:00,-900190,73.50,51.76
2051-04-30 23:00:00,-4980405,70.18,50.89
2051-05-01 23:00:00,-5159797,71.41,52.17
2051-05-02 23:00:00,-383108,72.10,51.87
2051-05-03 23:00:00,0,72.28,52.53
2051-05-04 23:00:00,-218919,73.63,53.50
2051-05-05 23:00:00,-1915541,71.71,52.53
2051-05-06 23:00:00,-1836486,74.40,52.77
2051-05-07 23:00:00,-6129730,76.30,53.39
2051-05-08 23:00:00,-8431609,76.48,52.28
2051-05-09 23:00:00,-1616892,77.40,53.96
2051-05-10 23:00:00,0,72.00,53.00
2051-05-11 23:00:00,0,71.66,53.38
2051-05-12 23:00:00,0,72.91,54.10
2051-05-13 23:00:00,-766216,75.18,53.01
2051-05-14 23:00:00,-980133,76.99,53.54
2051-05-15 23:00:00,-1596284,73.54,52.83
2051-05-16 23:00:00,-1109797,73.92,52.18
2051-05-17 23:00:00,-1915541,76.82,52.72
2051-05-18 23:00:00,-2298649,77.42,53.45
2051-05-19 23:00:00,0,75.98,53.88
2051-05-20 23:00:00,0,73.15,54.15
2051-05-21 23:00:00,0,74.86,55.65
2051-05-22 23:00:00,0,75.60,55.43
2051-05-23 23:00:00,-470608,77.44,57.29
2051-05-24 23:00:00,0,77.02,57.53
2051-05-25 23:00:00,-168243,76.13,57.35
2051-05-26 23:00:00,-573986,76.24,57.50
2051-05-27 23:00:00,175000,77.20,59.48
2051-05-28 23:00:00,1675000,74.57,58.25
2051-05-29 23:00:00,3525000,74.19,58.61
2051-05-30 23:00:00,1500000,72.14,56.71
2051-05-31 23:00:00,-479730,75.02,55.88
2051-06-01 23:00:00,525000,75.76,55.27
2051-06-02 23:00:00,-3606271,75.60,54.51
2051-06-03 23:00:00,-2681757,74.88,54.63
2051-06-04 23:00:00,-2359459,74.49,53.94
