label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;['heat storage'];[None];[697350.6142139289];['0x7f1659fbdb70'];['pr1', 'ttd_l'];['zeta1', 'kA'];nan;False;False;-697350.6142139289;False;False;77071.16571565504;False;False;9.048138921198126;False;False;14.848617176961284;False;False;4.999999999960664;True;False;0.99;True;False;0.9899999999999997;True;False;21274.642721355733;False;False;38100.5669823898;False;False;0x7f165a015390;False;m;0x7f165a015400;False;m;-2379.3882982667933;False;2462.958321716973;False;83.57002345017963;False;nan;False
superheater;heat_exchanger;['heat storage'];[None];[10914.883663320428];['0x7f1659fbdba8'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];nan;False;False;-10914.883663320428;False;False;877.9858781233231;False;False;12.431730321962318;False;False;10.292516444779608;False;False;14.848617176961284;False;False;0.99;True;False;0.9900000000000001;True;False;21467.423825408823;False;False;57145.462685158855;False;False;0x7f165a0157f0;False;m;0x7f165a015860;False;m;-36.33336618886876;False;41.82172387373619;False;5.488357684867431;False;nan;False
