label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['heat system'];[None];[1000000.0000000001];['0x7f1659fbda20'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-1000000.0000000001;False;False;65444.50195369196;False;False;15.280122396035539;False;False;5.000000000000853;True;False;34.52491410838468;False;False;0.99;True;False;0.99;True;False;3825306.1134948684;False;False;259697.6008755089;False;False;True;True;0x7f1659ff9f28;False;m;0x7f1659ff9f98;False;m;-2694.0416522542414;False;2982.101437046114;False;288.0597847918725;False;nan;False
