label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor 1;compressor;['power'];[None];[591683.8860778026];['0x000002307FC88FC8'];['component'];['eta_s'];['eta_s_char'];nan;False;False;591683.8860778026;False;False;0.8799999999999916;True;False;7.571569673425253;False;False;0;False;False;0x000002307FC3E988;False;nan;0x000002307FC3EE08;False;m;153.64803875618588;False
