label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;['heat storage'];[None];[697350.6142139289];['0x7f1659fbdb70'];['pr1', 'ttd_l'];['zeta1', 'kA'];nan;False;False;-330825.1977257576;False;False;61994.36503534728;True;False;5.336375290514408;False;False;11.606112736519151;False;False;1.8732082676451682;False;False;0.9977122749047399;False;False;0.9899999999999995;True;False;21274.642721355773;True;False;209654.35276315504;False;False;0x7f165a015390;False;m;0x7f165a015400;False;m;-1128.6744350796969;False;1155.2213153593314;False;26.54688027963448;False;nan;False
superheater;heat_exchanger;['heat storage'];[None];[10914.883663320428];['0x7f1659fbdba8'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];nan;False;False;-5294.647170356179;False;False;588.4058232736761;True;False;8.998291588785928;False;False;6.813846668148813;False;False;11.606112736519151;False;False;0.9976945101401399;False;False;0.9982451264402948;False;False;21467.42382540832;True;False;57145.46268515881;True;False;0x7f165a0157f0;False;m;0x7f165a015860;False;m;-17.73144806055296;False;18.62196271909836;False;0.8905146585453991;False;nan;False
