label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor 1;compressor;['power'];[None];[84017.80579066921];['0x7fd59dab9fd0'];['eta_s'];['eta_s_char'];nan;False;False;84017.80579066921;False;False;0.9199999999999905;True;False;2.0;True;False;0;False;False;0x7fd59dacca10;False;nan;0x7fd59db06810;False;m;19.842300097017464;False
compressor 2;compressor;['power'];[None];[207679.3972944269];['0x7fd59dab9d90'];['eta_s'];['eta_s_char'];nan;False;False;207679.3972944269;False;False;0.9000000000000079;True;False;3.785784836710249;False;False;0;False;False;0x7fd59fb5b0d0;False;nan;0x7fd59fb5b1d0;False;m;44.87310545302406;False
