label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;['heat storage'];[None];[693269.962598355];['0x0000018B2606FA48'];['pr1', 'ttd_l'];['zeta1', 'kA'];nan;False;False;-693269.962598355;False;False;76620.17224032374;False;False;9.048138921221327;False;False;14.84861717699141;False;False;4.9999999999773195;True;False;0.9899999999999999;True;False;0.9900000000000001;True;False;21525.82886468383;False;False;38550.413994929564;False;False;0x0000018B2605A608;False;m;0x0000018B2605A088;False;m;-2365.4649510992012;False;2448.5459520285485;False;83.08100092934728;False;nan;False
superheater;heat_exchanger;['heat storage'];[None];[10851.013585992452];['0x0000018B260405C8'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];nan;False;False;-10851.013585992452;False;False;872.8482121915647;False;False;12.431730321985206;False;False;10.292516444796377;False;False;14.84861717699141;False;False;0.99;True;False;0.9899999999999999;True;False;21720.886102943623;False;False;57820.169591249185;False;False;0x0000018B26064E88;False;m;0x0000018B26064D88;False;m;-36.12075604799672;False;41.576997789591154;False;5.456241741594432;False;nan;False
