label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor 1;compressor;['power'];[None];[295841.9430388984];['0x0000018B2606F288'];['eta_s'];['eta_s_char'];nan;False;False;160004.78613406798;False;False;0.6863999999999955;False;False;6.295689422326386;False;False;0;False;False;0x0000018B2605F808;False;nan;0x0000018B2605FC88;True;m;108.0326486583596;False
