label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
evaporator reciculation pump;pump;['power'];[None];[37.08077675420895];['0x0000018B2605B888'];['eta_s'];['eta_s_char'];nan;False;False;26.58825503842963;False;False;0.6293933041626527;False;False;1.01010101010101;False;False;0x0000018B2605F948;True;nan;0x0000018B260576C8;False;nan;0.03440720152325454;False
