id;source;source_id;target;target_id;design;offdesign;design_path;local_design;local_offdesign;label;m;m_unit;m_unit_set;m0;m_set;m_ref;m_ref_f;m_ref_d;m_ref_set;p;p_unit;p_unit_set;p0;p_set;p_ref;p_ref_f;p_ref_d;p_ref_set;h;h_unit;h_unit_set;h0;h_set;h_ref;h_ref_f;h_ref_d;h_ref_set;T;T_unit;T_unit_set;T0;T_set;T_ref;T_ref_f;T_ref_d;T_ref_set;x;x_unit;x_unit_set;x0;x_set;x_ref;x_ref_f;x_ref_d;x_ref_set;v;v_unit;v_unit_set;v0;v_set;v_ref;v_ref_f;v_ref_d;v_ref_set;Td_bp;Td_bp_unit;Td_bp_unit_set;Td_bp0;Td_bp_set;Td_bp_ref;Td_bp_ref_f;Td_bp_ref_d;Td_bp_ref_set;state;state_set;H2O;H2O0;H2O_set;NH3;NH30;NH3_set;balance
0x0000018B26029A48;system return;out1;condenser;in2;[];[];nan;False;False;system return:out1_condenser:in2;3.413708597716261;kg / s;False;3.413708597716261;False;nan;nan;nan;False;10.0;bar;False;10.0;True;nan;nan;nan;False;189.3003251278242;kJ / kg;False;189.3003251278242;False;nan;nan;nan;False;45.00000000005679;C;False;45.00000000005679;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.0034460831266534286;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;True;0;0;True;False
0x0000018B2606F8C8;condenser;out2;system feed;in1;[];[];nan;False;False;condenser:out2_system feed:in1;3.413708597716261;kg / s;False;3.413708597716261;False;nan;nan;nan;False;9.975002081536545;bar;False;9.975002081536545;False;nan;nan;nan;False;335.76859729800736;kJ / kg;False;335.76859729800736;False;nan;nan;nan;False;80.00000000000227;C;False;80.00000000000227;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.0035113528360438163;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;False
0x0000018B26061FC8;cycle closer;out1;condenser;in1;[];[];nan;False;False;cycle closer:out1_condenser:in1;0.3739289548414993;kg / s;False;0.3739289548414993;False;nan;nan;nan;False;43.15945247079653;bar;False;43.15945247079653;False;nan;nan;nan;False;2060.1856363111865;kJ / kg;False;2060.1856363111865;False;nan;nan;nan;False;215.31556534526283;C;False;215.31556534526283;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.019140962412770142;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;True;1;1;True;False
0x0000018B2606FAC8;condenser;out1;valve;in1;[];[];nan;False;False;condenser:out1_valve:in1;0.3739289548414993;kg / s;False;0.3739289548414993;False;nan;nan;nan;False;42.72785794608858;bar;False;42.72785794608858;False;nan;nan;nan;False;723.033234695378;kJ / kg;False;723.033234695378;False;nan;nan;nan;False;76.43840645246462;C;False;76.43840645246462;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.000727070733024694;m3 / s;False;nan;False;nan;nan;nan;False;-5.0;C;False;-5.0;True;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x0000018B2606FC88;valve;out1;drum;in1;[];[];nan;False;False;valve:out1_drum:in1;0.3739289548414993;kg / s;False;0.3739289548414993;False;nan;nan;nan;False;6.867673219036044;bar;False;6.867673219036044;False;nan;nan;nan;False;723.033234695378;kJ / kg;False;723.033234695378;False;nan;nan;nan;False;13.234993995412196;C;False;13.234993995412196;False;nan;nan;nan;False;0.26221892446002476;-;False;nan;False;nan;nan;nan;False;0.018565812531118636;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x0000018B2606FFC8;drum;out1;evaporator reciculation pump;in1;[];[];nan;False;False;drum:out1_evaporator reciculation pump:in1;1.4957158193659972;kg / s;False;1.4957158193659972;False;nan;nan;nan;False;6.867673219036044;bar;False;6.867673219036044;False;nan;nan;nan;False;404.9196020940378;kJ / kg;False;404.9196020940378;False;nan;nan;nan;False;13.234993995412196;C;False;13.234993995412196;False;nan;nan;nan;False;1.7608430078856696e-16;-;False;nan;False;nan;nan;nan;False;0.002412341051759696;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x0000018B2606F588;evaporator reciculation pump;out1;evaporator;in2;[];[];nan;False;False;evaporator reciculation pump:out1_evaporator:in2;1.4957158193659972;kg / s;False;1.4957158193659972;False;0x0000018B2606FC88;4.0;0.0;True;6.937043655591962;bar;False;6.937043655591962;False;nan;nan;nan;False;404.9373783685775;kJ / kg;False;404.9373783685775;False;nan;nan;nan;False;13.237995591042534;C;False;13.237995591042534;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.0024123358653415482;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x0000018B26069988;evaporator;out2;drum;in2;[];[];nan;False;False;evaporator:out2_drum:in2;1.4957158193659972;kg / s;False;1.4957158193659972;False;nan;nan;nan;False;6.867673219036044;bar;False;6.867673219036044;False;nan;nan;nan;False;628.6813104526627;kJ / kg;False;628.6813104526627;False;nan;nan;nan;False;13.234993995412196;C;False;13.234993995412196;False;nan;nan;nan;False;0.184445268884994;-;False;nan;False;nan;nan;nan;False;0.05295240131185925;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x0000018B26069748;drum;out2;superheater;in2;[];[];nan;False;False;drum:out2_superheater:in2;0.37392895484149935;kg / s;False;0.37392895484149935;False;nan;nan;nan;False;6.867673219036044;bar;False;6.867673219036044;False;nan;nan;nan;False;1618.0800681298779;kJ / kg;False;1618.0800681298779;False;nan;nan;nan;False;13.234993995412196;C;False;13.234993995412196;False;nan;nan;nan;False;1.0;-;False;nan;False;nan;nan;nan;False;0.06910587279121819;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x0000018B26069F88;storage return;out1;superheater;in1;[];[];nan;False;False;storage return:out1_superheater:in1;8.263265358970651;kg / s;False;8.263265358970651;False;nan;nan;nan;False;4.999999999999994;bar;False;4.999999999999994;True;nan;nan;nan;False;105.28924239483688;kJ / kg;False;105.28924239483688;False;nan;nan;nan;False;25.000000000020577;C;False;25.000000000020577;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.008286239675591365;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;True;0;0;True;False
