label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
heat exchanger;heat_exchanger;['heat system', 'heat storage'];[None, None];[999999.9999999995, 999999.9999999995];['0x7fe8107f6860', '0x7fe8107f6978'];['component', 'component'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];nan;False;False;-958332.9999999986;False;False;104322.76193332458;True;False;9.186231098947461;False;False;3.0000000000023306;False;False;20.77791358536149;False;False;0.9875865165965364;False;False;0.9953898027172199;False;False;42563.064372498666;True;False;95856.45818282284;True;False;0x7fe8107d5160;False;m;0x7fe810829fd0;False;m;-2839.45248091237;False;2945.7028262619037;False;106.25034534953375;False;nan;False
