label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
heat exchanger;heat_exchanger;['heat system', 'heat storage'];[None, None];[1000000.0, 1000000.0];['0x7f072bf6eba8', '0x7f072bf6e128'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];nan;False;False;-1000000.0;False;False;57536.414490388896;False;False;17.380297483901153;False;False;14.999999999997897;False;False;19.999999999980844;False;False;0.98;True;False;0.98;True;False;380385.0613060356;False;False;520130.64762968716;False;False;0x7f072bf330f0;False;m;0x7f072bf33128;False;m;-2873.5371280410873;False;3027.5043537510874;False;153.9672257100001;False;nan;False
