label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['heat system'];[None];[1000000.0];['0x7f6a6c4841d0'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-999916.0016801191;False;False;82527.12201741434;True;False;12.11621073456461;False;False;8.218783795078878;False;False;17.085577843823614;False;False;0.9900000000000012;True;False;0.9402180375927434;False;False;2050174.0787192124;False;False;259697.6008755087;True;False;True;True;0x7f6a6c4c6bd0;False;m;0x7f6a6c4c6b50;False;m;-2859.438782687584;False;3068.932806211736;False;209.494023524152;False;nan;False
