label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
evaporator reciculation pump;pump;['power'];[None];[37.29903766505275];['0x7f6a6c484c90'];['eta_s'];['eta_s_char'];nan;False;False;36.812925268423136;False;False;0.8495093852371689;False;False;1.010101010101011;False;False;0x7f6a6c4c9f90;True;nan;0x7f6a6c4ccf50;False;nan;0.019573755558161512;False
