label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor 1;compressor;['power'];[None];[84017.80579066789];['0x7f6a6c484150'];['eta_s'];['eta_s_char'];nan;False;False;83337.12806766467;False;False;0.9187214827065528;False;False;2.0;True;False;0;False;False;0x7f6a6c4c6810;False;nan;0x7f6a6c4c6090;True;m;20.002221687628552;False
compressor 2;compressor;['power'];[None];[207679.39729442875];['0x7f6a6c484a90'];['eta_s'];['eta_s_char'];nan;False;False;144222.00546979328;False;False;0.8987492765607747;False;False;2.6340127030923024;False;False;0;False;False;0x7f6a6c4c62d0;False;nan;0x7f6a6c4c6250;True;m;34.248034320635156;False
