label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['heat system'];[None];[1000000.0000000001];['0x00000228B3550EC8'];['component'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-1000000.0000000003;False;False;93711.6872630223;True;False;10.671027586914343;False;False;5.000185727019698;False;False;19.55029567786744;False;False;0.99;True;False;0.99;False;False;2701538.907305937;False;False;84893.31741911545;True;False;True;True;0x00000228B3507808;False;m;0x00000228B3507C48;False;m;-2775.9739862079164;False;3002.8859502102014;False;226.911964002285;False;nan;False
