label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;['heat storage'];[None];[711406.9336476699];['0x7fcddca66b00'];['component'];['ttd_l'];['kA'];nan;False;False;-711406.9336476699;False;False;78586.93598239639;False;False;9.052483402674286;False;False;14.860723862762597;False;False;5.000000000032571;True;False;0.9899999999999999;True;False;0.9900000000000002;True;False;20555.420933818834;False;False;28267.0221171467;False;False;0x7fcddcab02b0;False;m;0x7fcddcab02e8;False;m;-2469.4427446354935;False;2557.7419309357465;False;88.29918630025304;False;nan;False
superheater;heat_exchanger;['heat storage'];[None];[10220.043640066466];['0x7fcddca66c50'];['component'];[];['kA'];nan;False;False;-10220.043640066466;False;False;822.1737988516605;False;False;12.430514879385498;False;False;10.280898938404505;False;False;14.860723862762597;False;False;0.99;True;False;0.99;True;False;20747.49302485299;False;False;43506.29355863117;False;False;0x7fcddcab0a20;False;m;0x7fcddcab0a58;False;m;-34.57681516414301;False;39.93238920544145;False;5.355574041298446;False;nan;False
