label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
evaporator reciculation pump;pump;['power'];[None];[198.13451965334238];['0x7f80307046d8'];['eta_s'];['eta_s_char'];nan;False;False;198.13451965334238;False;False;0.8500000000124542;True;False;1.0101010101010104;False;False;0x7f80306d60b8;False;nan;0x7f80306d60f0;False;nan;0.09056907931733586;False
