label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
evaporator reciculation pump;pump;['power'];[None];[37.29903765484695];['0x7fd59dab9ed0'];['eta_s'];['eta_s_char'];nan;False;False;26.66068826137731;False;False;0.6257393262038176;False;False;1.0101010101010108;False;False;0x7fd59db00d10;True;nan;0x7fd59dadead0;False;nan;0.03484069097417515;False
