label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor 1;compressor;['power'];[None];[84017.80579066921];['0x7fd59dab9fd0'];['eta_s'];['eta_s_char'];nan;False;False;50615.5258533023;False;False;0.7175999999999881;False;False;2.0;True;False;0;False;False;0x7fd59dacca10;False;nan;0x7fd59db06810;True;m;41.05302193764105;False
compressor 2;compressor;['power'];[None];[207679.3972944269];['0x7fd59dab9d90'];['eta_s'];['eta_s_char'];nan;False;False;113237.96856233299;False;False;0.7020000000000085;False;False;3.2387581412623074;False;False;0;False;False;0x7fd59fb5b0d0;False;nan;0x7fd59fb5b1d0;True;m;70.71672415964713;False
