label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor 1;compressor;['power'];[None];[84017.80579066789];['0x7f909ccdcfd0'];['eta_s'];['eta_s_char'];nan;False;False;85746.01869715466;False;False;0.9194682836047443;False;False;2.0;True;False;0;False;False;0x7f909cd1da10;False;nan;0x7f909cd1d790;True;m;20.114510543202336;False
compressor 2;compressor;['power'];[None];[207679.39729442875];['0x7f909ccdca90'];['eta_s'];['eta_s_char'];nan;False;False;159993.25984463847;False;False;0.8994798426568346;False;False;2.8241772953035595;False;False;0;False;False;0x7f909cd1d1d0;False;nan;0x7f909cd1d350;True;m;36.63786164697772;False
