label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
evaporator reciculation pump;pump;['power'];[None];[29.847049329714874];['0x7f463fbe2908'];['component'];['eta_s'];['eta_s_char'];nan;False;False;-0.562664738648804;False;False;6.620799283438148e-12;False;False;1.0;False;False;0x7f4641cc1198;True;nan;0x7f4641cc11d0;False;nan;-0.0023685548631683846;False
