label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor 1;compressor;['power'];[None];[278343.1756629336];['0x7fe80e6fcc18'];['component'];['eta_s'];['eta_s_char'];nan;False;False;174606.85580984567;False;False;0.7464522629544178;False;False;5.915263210753973;False;False;0;False;False;0x7fe8107a7048;False;nan;0x7fe8107a7128;True;m;99.75826553641073;False
