label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
evaporator reciculation pump;pump;['power'];[None];[29.847049329714874];['0x7fe80e6fc9b0'];['component'];['eta_s'];['eta_s_char'];nan;False;False;22.853374180355935;False;False;0.742884271264922;False;False;1.0101010101010097;False;False;0x7fe8107f6f60;True;nan;0x7fe8107f60b8;False;nan;0.020925576712708966;False
