label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;['heat storage'];[None];[711406.9336476699];['0x7fe80e6fcb70'];['component'];['ttd_l'];['kA'];nan;False;False;-444074.46538606856;False;False;69449.4091973408;True;False;6.394215163504544;False;False;12.21645532770492;False;False;2.8025533644699863;False;False;0.9900000000000019;True;False;0.9900000000000003;True;False;48068.05978477842;False;False;88928.7328695583;False;False;0x7fe80e749320;False;m;0x7fe80e749358;False;m;-1540.2111691856069;False;1581.51498425454;False;41.30381506893309;False;nan;False
superheater;heat_exchanger;['heat storage'];[None];[10220.043640066466];['0x7fe80e6fccc0'];['component'];[];['kA'];nan;False;False;-6285.825429905578;False;False;644.9360214684195;True;False;9.746432546276026;False;False;7.634156284234905;False;False;12.21645532770492;False;False;0.989999999999997;True;False;0.9899999999999985;True;False;48518.22836482244;False;False;142697.02164511284;False;False;0x7fe80e749a90;False;m;0x7fe80e749ac8;False;m;-21.254676072072947;False;24.30656142564618;False;3.0518853535732333;False;nan;False
