label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['heat system'];[None];[1000000.0000000002];['0x7fe80e6fcba8'];['component'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-624990.0000000002;False;False;70519.64232145532;True;False;8.862637123867678;False;False;3.4391582026224796;False;False;18.211766647748505;False;False;0.989999999999999;True;False;0.9940256131974468;False;False;5815517.222822839;False;False;132737.89263230146;True;False;True;True;0x7fe80e73e128;False;m;0x7fe80e73e160;False;m;-1755.02274597389;False;1896.4879111053365;False;141.46516513144638;False;nan;False
