label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor 1;compressor;['power'];[None];[278343.1756629328];['0x00000228B354B0C8'];['component'];['eta_s'];['eta_s_char'];nan;False;False;278459.2789485733;False;False;0.8794810039175721;False;False;7.267182440494778;False;False;0;False;False;0x00000228B14FDA08;False;nan;0x00000228B14FDE88;True;m;74.51102506494871;False
