label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
evaporator reciculation pump;pump;['power'];[None];[29.847049329177718];['0x00000228B3551488'];['component'];['eta_s'];['eta_s_char'];nan;False;False;29.843235640781355;False;False;0.8499918436585723;False;False;1.0101010101010097;False;False;0x00000228B14E7948;True;nan;0x00000228B14FF988;False;nan;0.016094630440886458;False
