id;source;source_id;target;target_id;design;offdesign;design_path;local_design;local_offdesign;label;m;m_unit;m_unit_set;m0;m_set;m_ref;m_ref_f;m_ref_d;m_ref_set;p;p_unit;p_unit_set;p0;p_set;p_ref;p_ref_f;p_ref_d;p_ref_set;h;h_unit;h_unit_set;h0;h_set;h_ref;h_ref_f;h_ref_d;h_ref_set;T;T_unit;T_unit_set;T0;T_set;T_ref;T_ref_f;T_ref_d;T_ref_set;x;x_unit;x_unit_set;x0;x_set;x_ref;x_ref_f;x_ref_d;x_ref_set;v;v_unit;v_unit_set;v0;v_set;v_ref;v_ref_f;v_ref_d;v_ref_set;Td_bp;Td_bp_unit;Td_bp_unit_set;Td_bp0;Td_bp_set;Td_bp_ref;Td_bp_ref_f;Td_bp_ref_d;Td_bp_ref_set;state;state_set;H2O;H2O0;H2O_set;NH3;NH30;NH3_set;balance
0x000002307FBFBD88;system return;out1;condenser;in2;[];[];nan;False;False;system return:out1_condenser:in2;13.655390992225996;kg / s;False;13.655390992225996;False;nan;nan;nan;False;10.0;bar;False;10.0;True;nan;nan;nan;False;189.30032512759664;kJ / kg;False;189.30032512759664;False;nan;nan;nan;False;44.99999999999761;C;False;44.99999999999761;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.013784894386605327;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;True;0;0;True;False
0x000002307FC57DC8;condenser;out2;system feed;in1;[];[];nan;False;False;condenser:out2_system feed:in1;13.655390992225996;kg / s;False;13.655390992225996;False;nan;nan;nan;False;9.9;bar;False;9.9;False;nan;nan;nan;False;335.7626271692297;kJ / kg;False;335.7626271692297;False;nan;nan;nan;False;80.00000000000153;C;False;80.00000000000153;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.014046032351849917;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;False
0x000002307FC57508;cycle closer;out1;condenser;in1;[];[];nan;False;False;cycle closer:out1_condenser:in1;1.5846129289992112;kg / s;False;1.5846129289992112;False;nan;nan;nan;False;46.10020232585401;bar;False;46.10020232585401;False;nan;nan;nan;False;2002.3556632982531;kJ / kg;False;2002.3556632982531;False;nan;nan;nan;False;196.74035235594562;C;False;196.74035235594562;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.07161329492584592;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;True;1;1;True;False
0x000002307FC63608;condenser;out1;valve;in1;[];[];nan;False;False;condenser:out1_valve:in1;1.5846129289992112;kg / s;False;1.5846129289992112;False;nan;nan;nan;False;45.639200302595476;bar;False;45.639200302595476;False;nan;nan;nan;False;740.2177850826981;kJ / kg;False;740.2177850826981;False;nan;nan;nan;False;79.52491410838974;C;False;79.52491410838974;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.0031200065220129314;m3 / s;False;nan;False;nan;nan;nan;False;-5.0;C;False;-5.0;True;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x000002307FC63E08;valve;out1;drum;in1;[];[];nan;False;False;valve:out1_drum:in1;1.5846129289992112;kg / s;False;1.5846129289992112;False;nan;nan;nan;False;6.1500934342113025;bar;False;6.1500934342113025;False;nan;nan;nan;False;740.2177850826981;kJ / kg;False;740.2177850826981;False;nan;nan;nan;False;9.998241802472023;C;False;9.998241802472023;False;nan;nan;nan;False;0.28599732441415526;-;False;nan;False;nan;nan;nan;False;0.0949146810122265;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x000002307FC6A648;drum;out1;evaporator reciculation pump;in1;[];[];nan;False;False;drum:out1_evaporator reciculation pump:in1;6.338451715996845;kg / s;False;6.338451715996845;False;nan;nan;nan;False;6.1500934342113025;bar;False;6.1500934342113025;False;nan;nan;nan;False;389.71252178036065;kJ / kg;False;389.71252178036065;False;nan;nan;nan;False;9.998241802472023;C;False;9.998241802472023;False;nan;nan;nan;False;4.357589556424283e-17;-;False;nan;False;nan;nan;nan;False;0.010147340670058413;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x000002307FC73688;evaporator reciculation pump;out1;evaporator;in2;[];[];nan;False;False;evaporator reciculation pump:out1_evaporator:in2;6.338451715996845;kg / s;False;6.338451715996845;False;0x000002307FC63E08;4.0;0.0;True;6.212215590112427;bar;False;6.212215590112427;False;nan;nan;nan;False;389.72422204358446;kJ / kg;False;389.72422204358446;False;nan;nan;nan;False;9.999999999982037;C;False;9.999999999982037;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.010147301950216929;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x000002307FC73E88;evaporator;out2;drum;in2;[];[];nan;False;False;evaporator:out2_drum:in2;6.338451715996845;kg / s;False;6.338451715996845;False;nan;nan;nan;False;6.1500934342113025;bar;False;6.1500934342113025;False;nan;nan;nan;False;608.4747919496996;kJ / kg;False;608.4747919496996;False;nan;nan;nan;False;9.998241802472023;C;False;9.998241802472023;False;nan;nan;nan;False;0.1785006688964613;-;False;nan;False;nan;nan;nan;False;0.24077197757213878;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x000002307FC796C8;drum;out2;superheater;in2;[];[];nan;False;False;drum:out2_superheater:in2;1.5846129289992115;kg / s;False;1.5846129289992115;False;nan;nan;nan;False;6.1500934342113025;bar;False;6.1500934342113025;False;nan;nan;nan;False;1615.2668657600534;kJ / kg;False;1615.2668657600534;False;nan;nan;nan;False;9.998241802472023;C;False;9.998241802472023;False;nan;nan;nan;False;0.9999999999999998;-;False;nan;False;nan;nan;nan;False;0.32553931791430674;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;1;1;False;False
0x000002307FC79EC8;storage return;out1;superheater;in1;[];[];nan;False;False;storage return:out1_superheater:in1;33.65752986205307;kg / s;False;33.65752986205307;False;nan;nan;nan;False;5.0;bar;False;5.0;True;nan;nan;nan;False;105.28924239409064;kJ / kg;False;105.28924239409064;False;nan;nan;nan;False;25.000000000020577;C;False;25.000000000020577;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.033751107729170886;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;True;0;0;True;False
