label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor 1;compressor;['power'];[None];[107230.52973035723];['0x7f8030704fd0'];['eta_s'];['eta_s_char'];nan;False;False;107230.52973035723;False;False;0.9200000000000014;True;False;2.0;True;False;0;False;False;0x7f8030734d68;False;nan;0x7f80306d6080;False;m;21.951446228851882;False
compressor 2;compressor;['power'];[None];[37386.591185750105];['0x7f8030704b00'];['eta_s'];['eta_s_char'];nan;False;False;37386.591185750105;False;False;0.9000000000000137;True;False;1.2381444841871503;False;False;0;False;False;0x7f8030734eb8;False;nan;0x7f80306d62b0;False;m;9.071372427471571;False
