label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;['heat storage'];[None];[835811.8762763157];['0x7f8030710400'];['pr1', 'ttd_l'];['zeta1', 'kA'];nan;False;False;-835811.8762763157;False;False;68015.47966684545;False;False;12.288553728802666;False;False;24.55891888877011;False;False;5.000000000001478;True;False;0.99;True;False;0.9899999999999998;True;False;57331.83567062955;False;False;247016.27175975277;False;False;0x7f8030710a58;False;m;0x7f8030710a20;False;m;-2437.7856463161806;False;2547.6361589615353;False;109.85051264535468;False;nan;False
superheater;heat_exchanger;['heat storage'];[None];[19372.86828792366];['0x7f8030710358'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];nan;False;False;-19372.86828792366;False;False;864.0758147584515;False;False;22.420333907088068;False;False;20.409657729399953;False;False;24.558918888770165;False;False;0.99;True;False;0.9900000000000001;True;False;57575.31772929081;False;False;502071.47779476224;False;False;0x7f80306d6320;False;m;0x7f80306d6358;False;m;-54.743700707423365;False;62.604001528609764;False;7.860300821186399;False;nan;False
