time,Q_target,Q_actual,Q_sto,P_plant,ti_plant,T_ff_sys,T_rf_sys,T_ff_sto,T_rf_sto,v_sto,pp_err
2030-06-14 00:00:00,0.0,0,0,0,0,65.64,46.33,0,0,0,False
2030-06-15 00:00:00,0.0,0,0,0,0,64.63,46.28,0,0,0,False
2030-06-16 00:00:00,166667.0,0,0,0,0,64.63,46.13,0,13.0,0,False
2030-06-17 00:00:00,-374993.0,0,0,0,0,67.05,46.3,0,25.000000000020577,0,True
2030-06-18 00:00:00,83333.0,0,0,0,0,65.0,46.05,0,13.0,0,False
2030-06-19 00:00:00,-41667.0,0,0,0,0,63.89,45.91,25.000000000020577,25.000000000020577,0,False
2030-06-20 00:00:00,-104641.0,0,0,0,0,59.25,45.38,25.000000000020577,25.000000000020577,0,False
2030-06-21 00:00:00,613749.0,613749.0,613749.0,0,0,59.89,45.95,56.88999999999078,12.976951444700035,0.0033945340276929762,False
2030-06-22 00:00:00,833333.0,833332.9999999995,833332.9999999995,0,0,62.87,47.03,59.86999999999637,12.987747177100005,0.004323522291085825,False
2030-06-23 00:00:00,296827.0,0,0,0,0,61.28,45.88,0,12.987747177100005,0,False
2030-06-24 00:00:00,-560041.0,560041.0,414794.2820758576,156365.7047277267,0,59.84,45.22,12.080564286580113,20.915814123700045,0.011219839025947064,False
2030-06-25 00:00:00,-666649.0,666649.0,493957.4741014018,182678.01975079253,0,62.72,45.78,12.641667986453626,21.595944662500017,0.013183943023605784,False
2030-06-26 00:00:00,-666649.0,666649.0000000001,489135.99784380576,187233.85002496725,0,64.8,46.14,12.59593864524561,21.64895031880002,0.01291255473181855,False
2030-06-27 00:00:00,-416660.0,416660.0000000001,308198.4611464754,120894.43623800283,0,62.47,45.91,12.86485992981875,21.699712854600023,0.008338211065110552,False
2030-06-28 00:00:00,-874983.0,874983.0000000002,657057.6981254257,225275.50165033978,0,62.1,46.37,12.997762846903242,21.625832253600038,0.018198478006806587,False
2030-06-29 00:00:00,-208330.0,0,0,0,0,65.58,46.55,21.625832253600038,21.625832253600038,0,False
2030-06-30 00:00:00,0.0,0,0,0,0,68.17,47.03,0,0,0,False
2030-07-01 00:00:00,-249993.0,0,0,0,0,69.42,46.82,21.625832253600038,21.625832253600038,0,False
2030-07-02 00:00:00,-874983.0,0,0,0,0,70.35,46.57,0,25.000000000020577,0,True
2030-07-03 00:00:00,-124997.0,0,0,0,0,70.25,46.7,25.000000000020577,25.000000000020577,0,False
2030-07-04 00:00:00,208333.0,0,0,0,0,69.76,46.42,0,12.987747177100005,0,False
2030-07-05 00:00:00,375000.0,375000.0,375000.0,0,0,67.57,46.18,64.57000000000795,12.996589381600018,0.0017726014487120141,False
2030-07-06 00:00:00,0.0,0,0,0,0,69.51,46.16,0,0,0,False
2030-07-07 00:00:00,0.0,0,0,0,0,69.01,46.35,0,0,0,False
2030-07-08 00:00:00,-583323.0,0,0,0,0,68.27,46.17,0,25.000000000020577,0,True
2030-07-09 00:00:00,-291660.0,0,0,0,0,67.36,46.6,25.000000000020577,25.000000000020577,0,False
2030-07-10 00:00:00,125000.0,0,0,0,0,63.39,45.35,0,12.996589381600018,0,False
2030-07-11 00:00:00,-291660.0,0,0,0,0,65.08,45.58,25.000000000020577,25.000000000020577,0,False
2030-07-12 00:00:00,-583323.0,0,0,0,0,67.3,46.01,0,25.000000000020577,0,True
2030-07-13 00:00:00,-374993.0,0,0,0,0,66.58,46.2,0,25.000000000020577,0,True
2030-07-14 00:00:00,-333326.0,0,0,0,0,64.6,45.95,0,25.000000000020577,0,True
2030-07-15 00:00:00,-874983.0,0,0,0,0,67.7,46.26,0,25.000000000020577,0,True
2030-07-16 00:00:00,-999979.0,0,0,0,0,69.75,46.43,0,25.000000000020577,0,True
2030-07-17 00:00:00,-999979.0,0,0,0,0,64.96,45.39,0,25.000000000020577,0,True
2030-07-18 00:00:00,-999983.0,0,0,0,0,60.94,44.6,0,25.000000000020577,0,True
2030-07-19 00:00:00,-999979.0,0,0,0,0,68.55,45.48,0,25.000000000020577,0,True
2030-07-20 00:00:00,-749986.0,0,0,0,0,72.48,46.55,0,25.000000000020577,0,True
2030-07-21 00:00:00,-749983.0,0,0,0,0,68.93,46.11,0,25.000000000020577,0,True
2030-07-22 00:00:00,-958316.0,0,0,0,0,70.46,46.43,0,25.000000000020577,0,True
2030-07-23 00:00:00,-874983.0,0,0,0,0,67.9,46.05,0,25.000000000020577,0,True
2030-07-24 00:00:00,-708319.0,0,0,0,0,70.62,46.17,0,25.000000000020577,0,True
2030-07-25 00:00:00,-499990.0,0,0,0,0,67.03,46.1,0,25.000000000020577,0,True
2030-07-26 00:00:00,-749986.0,0,0,0,0,69.4,46.17,0,25.000000000020577,0,True
